key,cbs_Key,firstName,lastName,profileUrl,defaultAssetUrl,primaryPosition,compositeRating,compositeStarRating,compositeNationalRank,compositePositionRank,compositeStateRank,homeTown.city,homeTown.state,committedInstitution.institutionKey,committedInstitution.teamKey,committedInstitution.cbsKey,committedInstitution.name,committedInstitution.abbreviation,committedInstitution.fullName,signedInstitution.institutionKey,signedInstitution.teamKey,signedInstitution.cbsKey,signedInstitution.name,signedInstitution.abbreviation,signedInstitution.fullName,currentInstitution.institutionKey,currentInstitution.teamKey,currentInstitution.cbsKey,currentInstitution.name,currentInstitution.abbreviation,currentInstitution.fullName,committedInstitution,signedInstitution,homeTown
46166675,50014125,Aleksa,Vlajic,/player/Aleksa-Vlajic-46166675,/Uploads/Assets/372/809/13809372.jpg,PF,0.0,0.0,0.0,0.0,0.0,Serbia,SERB,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24068,117.0,21267.0,Buffalo,BUF,Buffalo Bulls,0.0,0.0,0.0
46157376,29712654,Thomas,Bassong,/player/Thomas-Bassong-46157376,/Uploads/Assets/672/343/13343672.jpg,SF,88.0,3.0,241.0,38.0,7.0,France,FRAN,24010.0,8.0,21131.0,Florida State,FSU,Florida State Seminoles,24010.0,8.0,21131.0,Florida State,FSU,Florida State Seminoles,24010,8.0,21131.0,Florida State,FSU,Florida State Seminoles,0.0,0.0,0.0
46127781,28906202,Darius,Adams,/player/Darius-Adams-46127781,/Uploads/Assets/886/343/13343886.jpg,CG,91.0,4.0,104.0,16.0,1.0,La Porte,IN,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012,12.0,21133.0,Maryland,MARY,Maryland Terrapins,0.0,0.0,0.0
46140014,50014597,Corbin,Allen,/player/Corbin-Allen-46140014,/Uploads/Assets/546/344/13344546.jpg,SG,84.0,3.0,440.0,75.0,17.0,Kansas City,MO,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,0.0,0.0,0.0
46117607,50026506,Bryce,Cofield,/player/Bryce-Cofield-46117607,/Uploads/Assets/256/719/13719256.jpg,SF,85.0,3.0,454.0,75.0,39.0,Chatsworth,CA,24373.0,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0,0,0,0,24373,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0
46161253,50028219,Marko,Radunovic,/player/Marko-Radunovic-46161253,/Uploads/Assets/438/706/13706438.jpg,SF,0.0,0.0,0.0,0.0,0.0,Montenegro,MONN,24007.0,2.0,21160.0,Boston College,BC,Boston College Eagles,24007.0,2.0,21160.0,Boston College,BC,Boston College Eagles,24007,2.0,21160.0,Boston College,BC,Boston College Eagles,0.0,0.0,0.0
46144189,50024042,Sharod,Barnes,/player/Sharod-Barnes-46144189,/Uploads/Assets/583/702/13702583.jpg,SG,82.0,3.0,486.0,85.0,7.0,Orchard Lake,MI,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,0.0,0.0,0.0
46159870,50028218,Massamba,Diop,/player/Massamba-Diop-46159870,/Uploads/Assets/772/703/13703772.jpeg,C,98.0,5.0,1.0,1.0,1.0,Senegal,SENE,24088.0,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0,0,0,0,24088,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0
46152578,29595323,Carson,Vis,/player/Carson-Vis-46152578,/Uploads/Assets/601/702/13702601.jpg,CG,0.0,0.0,0.0,0.0,0.0,Grand Rapids,MI,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077.0,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,24077,131.0,21276.0,Western Michigan,WMU,Western Michigan Broncos,0.0,0.0,0.0
46142542,29132486,Douglas,Langford,/player/Douglas-Langford-46142542,/Uploads/Assets/71/707/13707071.jpg,C,85.0,3.0,416.0,66.0,33.0,Belize,BELI,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124.0,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,24124,213.0,21432.0,San Jose State,SJSU,San Jose State Spartans,0.0,0.0,0.0
46166647,0,Isaac,Finlinson,/player/Isaac-Finlinson-46166647,/Uploads/Assets/419/802/13802419.jpeg,PF,0.0,0.0,0.0,0.0,0.0,St. George,UT,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24119,1538.0,0.0,Hawaii,HAW,Hawaii Rainbow Warriors,0.0,0.0,0.0
46159886,29756167,Matija,Samar,/player/Matija-Samar-46159886,/Uploads/Assets/616/360/13360616.jpg,SG,0.0,0.0,0.0,0.0,0.0,Slovenia,SLOV,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,0.0,0.0,0.0
46166476,50014144,Evan,Boisdur,/player/Evan-Boisdur-46166476,/Uploads/Assets/987/770/13770987.jpeg,CG,0.0,0.0,0.0,0.0,0.0,France,FRAN,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,25241,1036.0,160925.0,Grand Canyon,GCU,Grand Canyon Antelopes,0.0,0.0,0.0
46142776,50026495,KJ,Garris,/player/KJ-Garris-46142776,/Uploads/Assets/597/783/13783597.jpg,CG,0.0,0.0,0.0,0.0,0.0,Loganville,GA,24373.0,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0,0,0,0,24373,507.0,21216.0,Cal State Fullerton,Cal State Fullerton,Cal State Fullerton Titans,0.0,0.0,0.0
46166129,50014461,Aleksa,Ristic,/player/Aleksa-Ristic-46166129,/Uploads/Assets/713/697/13697713.jpeg,CG,0.0,0.0,0.0,0.0,0.0,Serbia,SERB,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24040,68.0,21191.0,Indiana,IND,Indiana Hoosiers,0.0,0.0,0.0
46165859,50014023,Meechie,White,/player/Meechie-White-46165859,/Uploads/Assets/209/675/13675209.jpeg,CG,0.0,0.0,0.0,0.0,0.0,Louisville,KY,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24199,586.0,21326.0,Eastern Illinois,EILL,Eastern Illinois Panthers,0.0,0.0,0.0
46166135,50014237,Avery,Thomas II,/player/Avery-Thomas II-46166135,/Uploads/Assets/270/698/13698270.jpg,PF,0.0,0.0,0.0,0.0,0.0,Terry,MS,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24121,209.0,21400.0,Louisiana Tech,LTECH,Louisiana Tech Bulldogs,0.0,0.0,0.0
46141693,50040116,KJ,Perry,/player/KJ-Perry-46141693,/Uploads/Assets/850/707/13707850.jpeg,CG,90.0,4.0,248.0,1.0,1.0,Castaic,CA,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079.0,478.0,21424.0,BYU,BYU,BYU Cougars,24079,478.0,21424.0,BYU,BYU,BYU Cougars,0.0,0.0,0.0
46148842,50025649,Keshawn,Fisher,/player/Keshawn-Fisher-46148842,/Uploads/Assets/660/800/13800660.jpg,SF,85.0,3.0,416.0,86.0,21.0,Atlanta,GA,24336.0,523.0,21298.0,Detroit Mercy,UDM,Detroit Mercy Titans,0.0,0.0,0.0,0,0,0,24336,523.0,21298.0,Detroit Mercy,UDM,Detroit Mercy Titans,0.0,0.0,0.0
46144108,29330585,Onyx,Nnani,/player/Onyx-Nnani-46144108,/Uploads/Assets/883/692/13692883.jpg,PF,90.36010709504687,4.0,240.0,54.0,6.0,Malvern,PA,24036.0,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0,0,0,0,24036,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0
46135103,28906150,Omari,Moore,/player/Omari-Moore-46135103,/Uploads/Assets/895/797/13797895.jpeg,PG,86.97222222222221,3.0,354.0,42.0,8.0,Plainfield,NJ,24383.0,545.0,21258.0,Manhattan,Manhattan,Manhattan Jaspers,0.0,0.0,0.0,0,0,0,24383,545.0,21258.0,Manhattan,Manhattan,Manhattan Jaspers,0.0,0.0,0.0
46151215,50014348,Francis,Folefac,/player/Francis-Folefac-46151215,/Uploads/Assets/25/672/13672025.jpeg,SF,89.0,3.0,184.0,28.0,8.0,Lanham,MD,24386.0,547.0,21262.0,Siena,Siena,Siena Saints,0.0,0.0,0.0,0,0,0,24386,547.0,21262.0,Siena,Siena,Siena Saints,0.0,0.0,0.0
46135260,50014922,Hudson,Mayes,/player/Hudson-Mayes-46135260,/Uploads/Assets/420/684/13684420.jpeg,SG,84.0,3.0,440.0,75.0,35.0,Redondo Beach,CA,28659.0,1324.0,161083.0,UC San Diego,UCSD,UC San Diego Tritons,0.0,0.0,0.0,0,0,0,28659,1324.0,161083.0,UC San Diego,UCSD,UC San Diego Tritons,0.0,0.0,0.0
46150017,50014622,DJ,Thomas,/player/DJ-Thomas-46150017,/Uploads/Assets/390/346/13346390.jpg,PF,88.0,3.0,241.0,49.0,1.0,Allen,TX,24038.0,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,24038.0,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,24038,64.0,21172.0,West Virginia,WVU,West Virginia Mountaineers,0.0,0.0,0.0
46166446,50015035,Emondrek,Erkins-Ford,/player/Emondrek-Erkins-Ford-46166446,/Uploads/Assets/469/765/13765469.jpg,PF,0.0,0.0,0.0,0.0,0.0,Chicago,IL,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24201,592.0,21409.0,Jacksonville State,JST,Jacksonville State Gamecocks,0.0,0.0,0.0
46136809,29403104,Cade,Bennerman,/player/Cade-Bennerman-46136809,/Uploads/Assets/163/360/13360163.jpg,C,88.0,3.0,241.0,49.0,8.0,Nashville,TN,24045.0,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,24045.0,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,24045,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,0.0,0.0,0.0
46166286,50027668,Aleksej,Kostic,/player/Aleksej-Kostic-46166286,/Uploads/Assets/252/730/13730252.jpg,SG,87.0,3.0,303.0,58.0,8.0,Austria,AUST,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24079,478.0,21424.0,BYU,BYU,BYU Cougars,0.0,0.0,0.0
46117641,28954085,Antonio,Chol,/player/Antonio-Chol-46117641,/Uploads/Assets/553/725/13725553.jpeg,PF,87.0,3.0,303.0,62.0,2.0,Buffalo,NY,24035.0,58.0,21167.0,Rutgers,RUTG,Rutgers Scarlet Knights,0.0,0.0,0.0,0,0,0,24081,138.0,21429.0,New Mexico,UNM,New Mexico Lobos,0.0,0.0,0.0
46158195,50014218,Vito,Perkovic,/player/Vito-Perkovic-46158195,/Uploads/Assets/760/697/13697760.jpg,PF,0.0,0.0,0.0,0.0,0.0,Croatia,CROA,24050.0,88.0,21226.0,East Carolina,ECU,East Carolina Pirates,0.0,0.0,0.0,0,0,0,24050,88.0,21226.0,East Carolina,ECU,East Carolina Pirates,0.0,0.0,0.0
46128043,50014207,Jerry,Easter II,/player/Jerry-Easter II-46128043,/Uploads/Assets/15/344/13344015.jpg,CG,87.0,3.0,303.0,58.0,31.0,Branson,MO,24257.0,215.0,21342.0,USC,USC,USC Trojans,24257.0,215.0,21342.0,USC,USC,USC Trojans,24257,215.0,21342.0,USC,USC,USC Trojans,0.0,0.0,0.0
46153218,29601757,Jacob,Furphy,/player/Jacob-Furphy-46153218,/Uploads/Assets/162/344/13344162.jpg,SF,87.0,3.0,303.0,58.0,4.0,Australia,AUST,24032.0,52.0,21161.0,UConn,UCONN,UConn Huskies,24032.0,52.0,21161.0,UConn,UCONN,UConn Huskies,24032,52.0,21161.0,UConn,UCONN,UConn Huskies,0.0,0.0,0.0
46115493,0,Brandon,Stores,/player/Brandon-Stores-46115493,/Uploads/Assets/703/343/13343703.jpg,SF,89.50100401606426,4.0,265.0,56.0,5.0,Bronx,NY,24011.0,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,24011.0,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,24011,10.0,21132.0,Georgia Tech,GTECH,Georgia Tech Yellow Jackets,0.0,0.0,0.0
46142900,50015069,Joshua,Lewis,/player/Joshua-Lewis-46142900,/Uploads/Assets/43/344/13344043.jpg,SF,97.83041866462506,5.0,54.0,13.0,14.0,Tampa,FL,24111.0,191.0,21402.0,Louisiana,LA,Louisiana Ragin' Cajuns,0.0,0.0,0.0,0,0,0,24111,191.0,21402.0,Louisiana,LA,Louisiana Ragin' Cajuns,0.0,0.0,0.0
46152757,29595314,Aaron,Womack,/player/Aaron-Womack-46152757,/Uploads/Assets/588/356/13356588.jpg,SF,86.85185185185185,3.0,356.0,71.0,8.0,Milwaukee,WI,24037.0,62.0,21170.0,Syracuse,SYR,Syracuse Orange,24037.0,62.0,21170.0,Syracuse,SYR,Syracuse Orange,24037,62.0,21170.0,Syracuse,SYR,Syracuse Orange,0.0,0.0,0.0
46144325,29713912,Chol,Machot,/player/Chol-Machot-46144325,/Uploads/Assets/262/662/13662262.jpeg,C,90.0,4.0,144.0,18.0,2.0,Winston Salem,NC,24353.0,1065.0,21367.0,College of Charleston,CofC,College of Charleston Cougars,0.0,0.0,0.0,0,0,0,24353,1065.0,21367.0,College of Charleston,CofC,College of Charleston Cougars,0.0,0.0,0.0
46153489,29613111,Noah,Bendinger,/player/Noah-Bendinger-46153489,/Uploads/Assets/64/370/13370064.jpg,CG,0.0,0.0,0.0,0.0,0.0,Draper,UT,24117.0,203.0,21213.0,Boise State,BOISE,Boise State Broncos,24117.0,203.0,21213.0,Boise State,BOISE,Boise State Broncos,24117,203.0,21213.0,Boise State,BOISE,Boise State Broncos,0.0,0.0,0.0
46159449,29739022,Oskar,Giltay,/player/Oskar-Giltay-46159449,/Uploads/Assets/229/348/13348229.jpg,C,89.0,3.0,184.0,29.0,17.0,Belgium,BELG,24092.0,157.0,21340.0,Stanford,STAN,Stanford Cardinal,24092.0,157.0,21340.0,Stanford,STAN,Stanford Cardinal,24092,157.0,21340.0,Stanford,STAN,Stanford Cardinal,0.0,0.0,0.0
46166550,50028533,Dorian,Grosber,/player/Dorian-Grosber-46166550,/Uploads/Assets/602/783/13783602.jpeg,SF,0.0,0.0,0.0,0.0,0.0,Luxembourg,LUXE,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24369,488.0,21189.0,High Point,High Point,High Point Panthers,0.0,0.0,0.0
46166548,0,Noah,Mendy,/player/Noah-Mendy-46166548,/Uploads/Assets/579/783/13783579.jpg,SG,0.0,0.0,0.0,0.0,0.0,France,FRAN,24109.0,442.0,21399.0,FIU,FIU,FIU Panthers,24109.0,442.0,21399.0,FIU,FIU,FIU Panthers,25218,0.0,0.0,Daytona State College,0,Daytona State College,0.0,0.0,0.0
46149895,50014644,Ashton,Walker,/player/Ashton-Walker-46149895,/Uploads/Assets/668/660/13660668.jpeg,PG,84.0,3.0,440.0,54.0,17.0,Virginia Beach,VA,24371.0,490.0,21186.0,Radford,Radford,Radford Highlanders,0.0,0.0,0.0,0,0,0,24320,391.0,21142.0,La Salle,La Salle,La Salle Explorers,0.0,0.0,0.0
46134299,28906371,Jaden,Nickens,/player/Jaden-Nickens-46134299,/Uploads/Assets/982/190/13190982.jpg,SF,0.0,0.0,0.0,0.0,0.0,Chatsworth,CA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24022,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,0.0,0.0,0.0
46136521,50014477,Nas,Hart,/player/Nas-Hart-46136521,/Uploads/Assets/620/660/13660620.jpeg,PF,90.98694779116465,4.0,218.0,50.0,4.0,Neptune,NJ,24320.0,391.0,21142.0,La Salle,La Salle,La Salle Explorers,24320.0,391.0,21142.0,La Salle,La Salle,La Salle Explorers,24320,391.0,21142.0,La Salle,La Salle,La Salle Explorers,0.0,0.0,0.0
46138106,29164942,Ty,Virgil,/player/Ty-Virgil-46138106,/Uploads/Assets/8/751/13751008.jpeg,CG,87.0,3.0,333.0,37.0,18.0,Phoenix,AZ,24347.0,645.0,21417.0,Pepperdine,Pepperdine,Pepperdine Waves,24347.0,645.0,21417.0,Pepperdine,Pepperdine,Pepperdine Waves,24347,645.0,21417.0,Pepperdine,Pepperdine,Pepperdine Waves,0.0,0.0,0.0
46085797,29233902,DJ,Dudley,/player/DJ-Dudley-46085797,/Uploads/Assets/716/675/13675716.jpeg,PG,87.29629629629629,3.0,239.0,40.0,26.0,Los Angeles,CA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24121,209.0,21400.0,Louisiana Tech,LTECH,Louisiana Tech Bulldogs,0.0,0.0,0.0
46139378,29291324,Aiden,Disu,/player/Aiden-Disu-46139378,/Uploads/Assets/44/780/13780044.jpeg,PF,85.18518518518518,3.0,415.0,92.0,42.0,Austin,TX,24211.0,601.0,21348.0,Holy Cross,HC,Holy Cross Crusaders,0.0,0.0,0.0,0,0,0,24211,601.0,21348.0,Holy Cross,HC,Holy Cross Crusaders,0.0,0.0,0.0
46158582,29723566,Andrija,Grbovic,/player/Andrija-Grbovic-46158582,/Uploads/Assets/848/769/13769848.jpg,PF,90.0,4.0,144.0,33.0,3.0,Donji Kokoti,TGD,24088.0,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0,0,0,0,24088,149.0,21336.0,Arizona State,AZST,Arizona State Sun Devils,0.0,0.0,0.0
46125781,50014787,Demarco,Johnson,/player/Demarco-Johnson-46125781,/Uploads/Assets/886/679/13679886.jpeg,PG,90.535140562249,4.0,233.0,24.0,10.0,Mouth Of Wilson,VA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24227,603.0,21188.0,Elon,ELON,Elon Phoenix,0.0,0.0,0.0
46166026,50024101,Adam,Harakow,/player/Adam-Harakow-46166026,/Uploads/Assets/277/688/13688277.jpeg,SF,0.0,0.0,0.0,0.0,0.0,Canada,CANA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24086,431.0,21438.0,Wyoming,WYO,Wyoming Cowboys,0.0,0.0,0.0
46150744,29385611,Gavin,Sykes,/player/Gavin-Sykes-46150744,/Uploads/Assets/435/662/13662435.jpeg,SF,89.0,3.0,184.0,25.0,17.0,Modesto,CA,24376.0,500.0,21218.0,Long Beach State,Long Beach State,Long Beach State 49ers,0.0,0.0,0.0,0,0,0,24376,500.0,21218.0,Long Beach State,Long Beach State,Long Beach State 49ers,0.0,0.0,0.0
46137619,0,John,Laboy,/player/John-Laboy-46137619,/Uploads/Assets/141/344/13344141.png,PG,84.0,3.0,440.0,54.0,46.0,Houston,TX,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013,14.0,21163.0,Miami,MIA,Miami Hurricanes,0.0,0.0,0.0
46152212,29595343,Abdul,Bashir,/player/Abdul-Bashir-46152212,/Uploads/Assets/29/334/13334029.jpg,SF,91.0,4.0,214.0,1.0,1.0,Casper,WY,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098,169.0,21354.0,Auburn,AUB,Auburn Tigers,0.0,0.0,0.0
46136543,29078424,Jalen,Reece,/player/Jalen-Reece-46136543,/Uploads/Assets/430/340/13340430.jpg,PG,91.0,4.0,104.0,20.0,5.0,Orlando,FL,24102.0,177.0,21358.0,LSU,LSU,LSU Tigers,24102.0,177.0,21358.0,LSU,LSU,LSU Tigers,24102,177.0,21358.0,LSU,LSU,LSU Tigers,0.0,0.0,0.0
46128268,50014085,Jordan,Lowery,/player/Jordan-Lowery-46128268,/Uploads/Assets/942/696/13696942.jpg,PG,87.13888888888889,3.0,329.0,38.0,30.0,Denton,TX,24390.0,649.0,21386.0,UT-Arlington,Texas-Arlington,UT-Arlington Mavericks,0.0,0.0,0.0,0,0,0,24390,649.0,21386.0,UT-Arlington,Texas-Arlington,UT-Arlington Mavericks,0.0,0.0,0.0
46144037,29336390,Ryder,Frost,/player/Ryder-Frost-46144037,/Uploads/Assets/168/344/13344168.jpg,SF,86.0,3.0,399.0,62.0,10.0,Exeter,NH,24064.0,110.0,21164.0,Notre Dame,ND,Notre Dame Fighting Irish,24064.0,110.0,21164.0,Notre Dame,ND,Notre Dame Fighting Irish,24064,110.0,21164.0,Notre Dame,ND,Notre Dame Fighting Irish,0.0,0.0,0.0
46143262,29708960,Kendyl,Sanders,/player/Kendyl-Sanders-46143262,/Uploads/Assets/328/346/13346328.jpg,SF,86.0,3.0,399.0,83.0,14.0,Bradenton,FL,24085.0,145.0,21437.0,Utah,UTAH,Utah Utes,0.0,0.0,0.0,0,0,0,24085,145.0,21437.0,Utah,UTAH,Utah Utes,0.0,0.0,0.0
46153449,29608331,Evan,Chatman,/player/Evan-Chatman-46153449,/Uploads/Assets/5/661/13661005.jpeg,PF,87.0,3.0,303.0,62.0,11.0,Harker Heights,TX,24059.0,102.0,21234.0,UAB,UAB,UAB Blazers,24059.0,102.0,21234.0,UAB,UAB,UAB Blazers,24059,102.0,21234.0,UAB,UAB,UAB Blazers,0.0,0.0,0.0
46165696,50014550,Jon,Carroll,/player/Jon-Carroll-46165696,/Uploads/Assets/888/660/13660888.jpeg,PF,0.0,0.0,0.0,0.0,0.0,Marietta,GA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24490,593.0,21329.0,Morehead State,MHST,Morehead State Eagles,0.0,0.0,0.0
46133820,50014505,Keyshuan,Tillery,/player/Keyshuan-Tillery-46133820,/Uploads/Assets/30/344/13344030.jpg,PG,89.0,3.0,184.0,35.0,12.0,New Hampton,NH,24031.0,50.0,21235.0,Cincinnati,CIN,Cincinnati Bearcats,24031.0,50.0,21235.0,Cincinnati,CIN,Cincinnati Bearcats,24031,50.0,21235.0,Cincinnati,CIN,Cincinnati Bearcats,0.0,0.0,0.0
46166497,0,Micah,Curtis,/player/Micah-Curtis-46166497,/Uploads/Assets/863/774/13774863.jpg,PF,0.0,0.0,0.0,0.0,0.0,Minneapolis,MN,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24155,486.0,0.0,North Dakota,NDAK,North Dakota Fighting Hawks,0.0,0.0,0.0
46154143,50014744,Emeka,Opurum,/player/Emeka-Opurum-46154143,/Uploads/Assets/35/334/13334035.jpg,C,89.0,3.0,278.0,1.0,1.0,El Dorado,KS,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098,169.0,21354.0,Auburn,AUB,Auburn Tigers,0.0,0.0,0.0
46143261,29715485,Paul,Mbiya,/player/Paul-Mbiya-46143261,/Uploads/Assets/549/344/13344549.jpg,C,92.0,4.0,183.0,31.0,25.0,Congo,CONG,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022.0,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,24022,32.0,21204.0,Kansas,KAN,Kansas Jayhawks,0.0,0.0,0.0
46127616,28906204,Montana,Wheeler,/player/Montana-Wheeler-46127616,/Uploads/Assets/456/774/13774456.jpg,PG,86.0,3.0,399.0,68.0,14.0,Houston,TX,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24342,555.0,21304.0,Bradley,Bradley,Bradley Braves,0.0,0.0,0.0
46166190,50026483,Krystian,Lewis,/player/Krystian-Lewis-46166190,/Uploads/Assets/332/707/13707332.jpg,SG,87.0,3.0,303.0,58.0,12.0,Monroe,LA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24112,193.0,21378.0,Louisiana-Monroe,ULM,Louisiana-Monroe Warhawks,0.0,0.0,0.0
46166487,50014580,Blake,Fagbemi,/player/Blake-Fagbemi-46166487,/Uploads/Assets/440/772/13772440.png,CG,0.0,0.0,0.0,0.0,0.0,Lisle,IL,24039.0,66.0,21190.0,Illinois,ILL,Illinois Fighting Illini,24039.0,66.0,21190.0,Illinois,ILL,Illinois Fighting Illini,24039,66.0,21190.0,Illinois,ILL,Illinois Fighting Illini,0.0,0.0,0.0
