key,cbs_Key,firstName,lastName,profileUrl,defaultAssetUrl,primaryPosition,compositeRating,compositeStarRating,compositeNationalRank,compositePositionRank,compositeStateRank,homeTown.city,homeTown.state,committedInstitution.institutionKey,committedInstitution.teamKey,committedInstitution.cbsKey,committedInstitution.name,committedInstitution.abbreviation,committedInstitution.fullName,signedInstitution.institutionKey,signedInstitution.teamKey,signedInstitution.cbsKey,signedInstitution.name,signedInstitution.abbreviation,signedInstitution.fullName,currentInstitution.institutionKey,currentInstitution.teamKey,currentInstitution.cbsKey,currentInstitution.name,currentInstitution.abbreviation,currentInstitution.fullName,committedInstitution,signedInstitution,homeTown
46142566,29133009,Dillan,Shaw,/player/Dillan-Shaw-46142566,/Uploads/Assets/119/344/13344119.jpg,SF,91.0,4.0,104.0,17.0,12.0,Northridge,CA,24349.0,480.0,21422.0,Saint Mary's,SMC,Saint Mary's Gaels,24349.0,480.0,21422.0,Saint Mary's,SMC,Saint Mary's Gaels,24349,480.0,21422.0,Saint Mary's,SMC,Saint Mary's Gaels,0.0,0.0,0.0
46152399,29595326,Andreas,Holst,/player/Andreas-Holst-46152399,/Uploads/Assets/469/360/13360469.jpg,C,0.0,0.0,0.0,0.0,0.0,Denmark,DENM,24026.0,40.0,21208.0,Oklahoma,OKLA,Oklahoma Sooners,24026.0,40.0,21208.0,Oklahoma,OKLA,Oklahoma Sooners,24026,40.0,21208.0,Oklahoma,OKLA,Oklahoma Sooners,0.0,0.0,0.0
46149086,0,Jarne,Eyenga,/player/Jarne-Eyenga-46149086,/Uploads/Assets/808/695/13695808.jpeg,C,0.0,0.0,0.0,0.0,0.0,San Juan Capistrano,CA,24318.0,386.0,21241.0,Charlotte,CHAR,Charlotte 49ers,24318.0,386.0,21241.0,Charlotte,CHAR,Charlotte 49ers,24318,386.0,21241.0,Charlotte,CHAR,Charlotte 49ers,0.0,0.0,0.0
46142573,29133007,Semetri,Carr,/player/Semetri-Carr-46142573,/Uploads/Assets/751/276/13276751.jpg,PG,89.11479250334672,4.0,275.0,30.0,23.0,San Francisco,CA,24089.0,151.0,21337.0,California,CAL,California Golden Bears,24089.0,151.0,21337.0,California,CAL,California Golden Bears,24089,151.0,21337.0,California,CAL,California Golden Bears,0.0,0.0,0.0
46141225,50014116,Niko,Bundalo,/player/Niko-Bundalo-46141225,/Uploads/Assets/625/340/13340625.jpg,PF,98.79051322346241,5.0,31.0,6.0,10.0,Napa,CA,24103.0,179.0,21359.0,Ole Miss,MISS,Ole Miss Rebels,24103.0,179.0,21359.0,Ole Miss,MISS,Ole Miss Rebels,24103,179.0,21359.0,Ole Miss,MISS,Ole Miss Rebels,0.0,0.0,0.0
46134553,29007989,Sebastian,Williams-Adams,/player/Sebastian-Williams-Adams-46134553,/Uploads/Assets/38/334/13334038.jpg,PF,94.0,4.0,24.0,8.0,2.0,Houston,TX,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098.0,169.0,21354.0,Auburn,AUB,Auburn Tigers,24098,169.0,21354.0,Auburn,AUB,Auburn Tigers,0.0,0.0,0.0
46153394,50014949,Josh,Dalton,/player/Josh-Dalton-46153394,/Uploads/Assets/933/749/13749933.jpg,PF,0.0,0.0,0.0,0.0,0.0,Napa,CA,24346.0,647.0,21416.0,Loyola Marymount,LMU,Loyola Marymount Lions,24346.0,647.0,21416.0,Loyola Marymount,LMU,Loyola Marymount Lions,24346,647.0,21416.0,Loyola Marymount,LMU,Loyola Marymount Lions,0.0,0.0,0.0
46166187,50027270,Dylan,Ducommun,/player/Dylan-Ducommun-46166187,/Uploads/Assets/47/707/13707047.jpg,CG,0.0,0.0,0.0,0.0,0.0,Switzerland,SWIT,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24073,124.0,21273.0,Northern Illinois,NIU,Northern Illinois Huskies,0.0,0.0,0.0
46166470,0,Bobby,Crawford Jr.,/player/Bobby-Crawford Jr.-46166470,/Uploads/Assets/398/770/13770398.jpg,PF,0.0,0.0,0.0,0.0,0.0,St. Petersburg,FL,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,29304,0.0,0.0,Lander,0,Lander Bearcats,0.0,0.0,0.0
46116362,50014192,Jaylen,Cross,/player/Jaylen-Cross-46116362,/Uploads/Assets/645/356/13356645.jpg,SG,91.12048192771084,4.0,208.0,35.0,10.0,Greensboro,NC,24018.0,24.0,21137.0,Wake Forest,WAKE,Wake Forest Demon Deacons,24018.0,24.0,21137.0,Wake Forest,WAKE,Wake Forest Demon Deacons,24018,24.0,21137.0,Wake Forest,WAKE,Wake Forest Demon Deacons,0.0,0.0,0.0
46142160,29127473,Winters,Grady,/player/Winters-Grady-46142160,/Uploads/Assets/553/335/13335553.jpg,SF,89.0,3.0,184.0,28.0,1.0,Napa,CA,24042.0,72.0,21193.0,Michigan,MICH,Michigan Wolverines,24042.0,72.0,21193.0,Michigan,MICH,Michigan Wolverines,24042,72.0,21193.0,Michigan,MICH,Michigan Wolverines,0.0,0.0,0.0
46160571,50007774,Malick,Kordel,/player/Malick-Kordel-46160571,/Uploads/Assets/525/335/13335525.jpg,C,87.0,3.0,303.0,46.0,3.0,Germany,GERM,24042.0,72.0,21193.0,Michigan,MICH,Michigan Wolverines,24042.0,72.0,21193.0,Michigan,MICH,Michigan Wolverines,24042,72.0,21193.0,Michigan,MICH,Michigan Wolverines,0.0,0.0,0.0
46150091,50014512,Christian,Brown,/player/Christian-Brown-46150091,/Uploads/Assets/303/707/13707303.jpg,SF,85.0,3.0,454.0,99.0,13.0,Franklin,TN,24144.0,513.0,21228.0,James Madison,JM,James Madison Dukes,0.0,0.0,0.0,0,0,0,24144,513.0,21228.0,James Madison,JM,James Madison Dukes,0.0,0.0,0.0
46148956,29363072,Elijah,Perryman,/player/Elijah-Perryman-46148956,/Uploads/Assets/165/698/13698165.jpeg,PG,87.0,3.0,303.0,54.0,8.0,Concord,CA,24125.0,435.0,21224.0,Utah State,UTST,Utah State Aggies,24125.0,435.0,21224.0,Utah State,UTST,Utah State Aggies,24125,435.0,21224.0,Utah State,UTST,Utah State Aggies,0.0,0.0,0.0
46135612,50014696,David,Iweze,/player/David-Iweze-46135612,/Uploads/Assets/45/679/13679045.jpeg,C,86.0,3.0,399.0,58.0,14.0,Lewisville,TX,24125.0,435.0,21224.0,Utah State,UTST,Utah State Aggies,24125.0,435.0,21224.0,Utah State,UTST,Utah State Aggies,24125,435.0,21224.0,Utah State,UTST,Utah State Aggies,0.0,0.0,0.0
46136630,50014063,Gavin,Hightower,/player/Gavin-Hightower-46136630,/Uploads/Assets/398/697/13697398.jpeg,PG,85.0,3.0,454.0,73.0,17.0,Chatsworth,CA,24036.0,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0,0,0,0,24036,60.0,21243.0,South Florida,USF,South Florida Bulls,0.0,0.0,0.0
46146148,50026279,Nate,Garcia,/player/Nate-Garcia-46146148,/Uploads/Assets/658/721/13721658.jpg,C,85.0,3.0,454.0,66.0,39.0,La Verne,CA,28551.0,2109.0,1654021.0,California Baptist,CBU,California Baptist Lancers,28551.0,2109.0,1654021.0,California Baptist,CBU,California Baptist Lancers,28551,2109.0,1654021.0,California Baptist,CBU,California Baptist Lancers,0.0,0.0,0.0
46166126,50014539,Ruben,Dominguez,/player/Ruben-Dominguez-46166126,/Uploads/Assets/668/697/13697668.jpeg,SG,90.0,4.0,144.0,29.0,9.0,Spain,SPAI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24029,46.0,21211.0,Texas A&M,TAMU,Texas A&M Aggies,0.0,0.0,0.0
46148081,50015456,Damien,King,/player/Damien-King-46148081,/Uploads/Assets/888/769/13769888.jpg,SG,0.0,0.0,0.0,0.0,0.0,Anderson,IN,24206.0,588.0,21332.0,UT Martin,UTM,UT Martin Skyhawks,0.0,0.0,0.0,0,0,0,24206,588.0,21332.0,UT Martin,UTM,UT Martin Skyhawks,0.0,0.0,0.0
46144522,0,Bobby,Montgomery,/player/Bobby-Montgomery-46144522,/Uploads/Assets/369/759/12759369.jpeg,SF,84.0,3.0,440.0,90.0,11.0,Baltimore,MD,24061.0,106.0,21435.0,UTEP,UTEP,UTEP Miners,24061.0,106.0,21435.0,UTEP,UTEP,UTEP Miners,24061,106.0,21435.0,UTEP,UTEP,UTEP Miners,0.0,0.0,0.0
46166462,50014910,Bourgeois,Tshilobo,/player/Bourgeois-Tshilobo-46166462,/Uploads/Assets/850/769/13769850.jpeg,PF,0.0,0.0,0.0,0.0,0.0,Congo,CONG,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24134,425.0,21180.0,Weber State,WBST,Weber State Wildcats,0.0,0.0,0.0
46166461,50026826,Cameron,Williams,/player/Cameron-Williams-46166461,/Uploads/Assets/836/769/13769836.jpg,SF,0.0,0.0,0.0,0.0,0.0,Cape Girardeau,MO,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24348,646.0,21418.0,Portland,Portland,Portland Pilots,0.0,0.0,0.0
46136635,29419948,D'Andre,Harrison,/player/D'Andre-Harrison-46136635,/Uploads/Assets/799/769/13769799.jpg,PF,86.44444444444444,3.0,364.0,79.0,21.0,Gilbert,AZ,24397.0,1017.0,21278.0,Kansas City,Missouri-Kansas City,Kansas City Roos,0.0,0.0,0.0,0,0,0,24397,1017.0,21278.0,Kansas City,Missouri-Kansas City,Kansas City Roos,0.0,0.0,0.0
46153444,50015060,Trey,Perry,/player/Trey-Perry-46153444,/Uploads/Assets/362/689/13689362.jpeg,PG,0.0,0.0,0.0,0.0,0.0,Middletown,OH,24072.0,122.0,21271.0,Miami (OH),MIAO,Miami (OH) RedHawks,24072.0,122.0,21271.0,Miami (OH),MIAO,Miami (OH) RedHawks,24072,122.0,21271.0,Miami (OH),MIAO,Miami (OH) RedHawks,0.0,0.0,0.0
46160888,50027704,Landen,Joseph,/player/Landen-Joseph-46160888,/Uploads/Assets/229/707/13707229.jpg,PG,0.0,0.0,0.0,0.0,0.0,Fort Lauderdale,FL,24052.0,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,24052.0,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,24052,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,0.0,0.0,0.0
46153070,29595315,Alvin,Jackson III,/player/Alvin-Jackson III-46153070,/Uploads/Assets/775/696/13696775.jpg,SG,88.0,3.0,300.0,1.0,2.0,Salt Lake City,UT,24085.0,145.0,21437.0,Utah,UTAH,Utah Utes,24085.0,145.0,21437.0,Utah,UTAH,Utah Utes,24085,145.0,21437.0,Utah,UTAH,Utah Utes,0.0,0.0,0.0
46158576,29723571,Sidi,Gueye,/player/Sidi-Gueye-46158576,/Uploads/Assets/182/342/13342182.jpg,PF,93.0,4.0,162.0,37.0,19.0,Senegal,SENE,24087.0,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,24087.0,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,24087,147.0,21335.0,Arizona,ARIZ,Arizona Wildcats,0.0,0.0,0.0
46166124,50027156,Dimitrije,Kovacevic,/player/Dimitrije-Kovacevic-46166124,/Uploads/Assets/388/697/13697388.jpg,SF,0.0,0.0,0.0,0.0,0.0,Bosnia,BOSN,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24018,24.0,21137.0,Wake Forest,WAKE,Wake Forest Demon Deacons,0.0,0.0,0.0
46153100,29595313,Luke,Fennell,/player/Luke-Fennell-46153100,/Uploads/Assets/261/344/13344261.jpg,SG,91.32931726907631,4.0,205.0,33.0,33.0,Australia,AUST,24037.0,62.0,21170.0,Syracuse,SYR,Syracuse Orange,24037.0,62.0,21170.0,Syracuse,SYR,Syracuse Orange,24037,62.0,21170.0,Syracuse,SYR,Syracuse Orange,0.0,0.0,0.0
46151162,50025453,Chance,Gladden,/player/Chance-Gladden-46151162,/Uploads/Assets/600/675/13675600.jpeg,CG,87.0,3.0,303.0,40.0,7.0,Raleigh,NC,24325.0,379.0,21150.0,Boston University,BU,Boston University Terriers,24325.0,379.0,21150.0,Boston University,BU,Boston University Terriers,24325,379.0,21150.0,Boston University,BU,Boston University Terriers,0.0,0.0,0.0
46166394,50026983,Victory,Onuetu,/player/Victory-Onuetu-46166394,/Uploads/Assets/378/755/13755378.jpg,PF,87.0,3.0,303.0,62.0,17.0,Spain,SPAI,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24049,86.0,21200.0,Wisconsin,WIS,Wisconsin Badgers,0.0,0.0,0.0
46135337,50027707,Treyvon,Maddox,/player/Treyvon-Maddox-46135337,/Uploads/Assets/130/344/13344130.png,SF,92.25502008032129,4.0,179.0,42.0,24.0,Orlando,FL,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013.0,14.0,21163.0,Miami,MIA,Miami Hurricanes,24013,14.0,21163.0,Miami,MIA,Miami Hurricanes,0.0,0.0,0.0
46153667,29616980,Olavi,Suutela,/player/Olavi-Suutela-46153667,/Uploads/Assets/618/360/13360618.jpg,PF,0.0,0.0,0.0,0.0,0.0,Finland,FINL,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091.0,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,24091,155.0,21339.0,Oregon State,ORST,Oregon State Beavers,0.0,0.0,0.0
46161076,50014381,Drew,Fuquay,/player/Drew-Fuquay-46161076,/Uploads/Assets/240/707/13707240.jpg,PF,0.0,0.0,0.0,0.0,0.0,Canada,CANA,24052.0,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,24052.0,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,24052,92.0,21272.0,Marshall,MRSHL,Marshall Thundering Herd,0.0,0.0,0.0
46144233,29595327,Tyler,Kropp,/player/Tyler-Kropp-46144233,/Uploads/Assets/165/360/13360165.jpg,PF,91.88366397585884,4.0,194.0,44.0,2.0,Powell,OH,24045.0,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,24045.0,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,24045,78.0,21196.0,Northwestern,NWEST,Northwestern Wildcats,0.0,0.0,0.0
46142440,29130112,Devin,Booker,/player/Devin-Booker-46142440,/Uploads/Assets/899/697/13697899.jpg,SF,87.0,3.0,333.0,65.0,5.0,Philadelphia,PA,24331.0,514.0,21227.0,George Mason,George Mason,George Mason Patriots,24331.0,514.0,21227.0,George Mason,George Mason,George Mason Patriots,24331,514.0,21227.0,George Mason,George Mason,George Mason Patriots,0.0,0.0,0.0
46141102,50014176,Abu,Yarmah,/player/Abu-Yarmah-46141102,/Uploads/Assets/702/340/13340702.jpg,SF,86.0,3.0,372.0,76.0,20.0,Roanoke,VA,24105.0,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,24105.0,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,24105,183.0,21361.0,South Carolina,SCAR,South Carolina Gamecocks,0.0,0.0,0.0
46143751,50014990,Tyler,Wagner,/player/Tyler-Wagner-46143751,/Uploads/Assets/794/708/13708794.jpg,SF,80.0,3.0,508.0,106.0,7.0,Champlin,MN,24198.0,589.0,21325.0,Austin Peay,AP,Austin Peay Governors,24198.0,589.0,21325.0,Austin Peay,AP,Austin Peay Governors,24198,589.0,21325.0,Austin Peay,AP,Austin Peay Governors,0.0,0.0,0.0
46158644,50014387,Jaziah,Harper,/player/Jaziah-Harper-46158644,/Uploads/Assets/39/359/13359039.jpg,SF,84.0,3.0,440.0,90.0,12.0,Crown Point,IN,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012.0,12.0,21133.0,Maryland,MARY,Maryland Terrapins,24012,12.0,21133.0,Maryland,MARY,Maryland Terrapins,0.0,0.0,0.0
46159105,50014482,Vangelis,Zougris,/player/Vangelis-Zougris-46159105,/Uploads/Assets/97/344/13344097.jpg,C,88.0,3.0,241.0,37.0,10.0,Greece,GREE,24033.0,54.0,21238.0,Louisville,LOU,Louisville Cardinals,24033.0,54.0,21238.0,Louisville,LOU,Louisville Cardinals,24033,54.0,21238.0,Louisville,LOU,Louisville Cardinals,0.0,0.0,0.0
46165999,29555643,Cobi,Campbell,/player/Cobi-Campbell-46165999,/Uploads/Assets/165/686/13686165.jpeg,SG,0.0,0.0,0.0,0.0,0.0,Puyallup,WA,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24115,199.0,21414.0,Troy,TROY,Troy Trojans,0.0,0.0,0.0
46142798,50015120,Tre,McKinnon,/player/Tre-McKinnon-46142798,/Uploads/Assets/335/662/13662335.jpeg,SG,82.0,3.0,486.0,85.0,30.0,Mooresville,NC,24224.0,477.0,21364.0,Appalachian State,APST,Appalachian State Mountaineers,0.0,0.0,0.0,0,0,0,24224,477.0,21364.0,Appalachian State,APST,Appalachian State Mountaineers,0.0,0.0,0.0
46150066,50015037,Ja'Corey,Robinson,/player/Ja'Corey-Robinson-46150066,/Uploads/Assets/706/687/13687706.jpeg,SF,83.0,3.0,467.0,98.0,6.0,Topeka,KS,24198.0,589.0,21325.0,Austin Peay,AP,Austin Peay Governors,0.0,0.0,0.0,0,0,0,24198,589.0,21325.0,Austin Peay,AP,Austin Peay Governors,0.0,0.0,0.0
46149892,0,Demarris,Winters,/player/Demarris-Winters-46149892,/Uploads/Assets/831/696/13696831.jpg,SG,84.0,3.0,440.0,75.0,9.0,Cleveland,OH,24910.0,652.0,0.0,Texas-Rio Grande Valley,UTRGV,Texas-Rio Grande Valley Vaqueros,0.0,0.0,0.0,0,0,0,24910,652.0,0.0,Texas-Rio Grande Valley,UTRGV,Texas-Rio Grande Valley Vaqueros,0.0,0.0,0.0
46142114,29127107,Jacoby,Hill,/player/Jacoby-Hill-46142114,/Uploads/Assets/307/698/13698307.jpg,CG,85.0,3.0,416.0,44.0,6.0,Phenix City,AL,24201.0,592.0,21409.0,Jacksonville State,JST,Jacksonville State Gamecocks,24201.0,592.0,21409.0,Jacksonville State,JST,Jacksonville State Gamecocks,24201,592.0,21409.0,Jacksonville State,JST,Jacksonville State Gamecocks,0.0,0.0,0.0
46139349,29080922,Eric,Reibe,/player/Eric-Reibe-46139349,/Uploads/Assets/883/343/13343883.jpg,C,93.0,4.0,46.0,9.0,1.0,Germany,GERM,24032.0,52.0,21161.0,UConn,UCONN,UConn Huskies,24032.0,52.0,21161.0,UConn,UCONN,UConn Huskies,24032,52.0,21161.0,UConn,UCONN,UConn Huskies,0.0,0.0,0.0
46142390,29378079,Isaiah,Denis,/player/Isaiah-Denis-46142390,/Uploads/Assets/429/333/13333429.jpg,CG,97.01763576043302,5.0,79.0,12.0,4.0,Davidson,NC,24014.0,16.0,21134.0,North Carolina,UNC,North Carolina Tar Heels,24014.0,16.0,21134.0,North Carolina,UNC,North Carolina Tar Heels,24014,16.0,21134.0,North Carolina,UNC,North Carolina Tar Heels,0.0,0.0,0.0
46142898,29144186,Lance,Carr,/player/Lance-Carr-46142898,/Uploads/Assets/837/697/13697837.jpg,SF,85.33333333333334,3.0,409.0,84.0,41.0,Dallas,TX,24059.0,102.0,21234.0,UAB,UAB,UAB Blazers,24059.0,102.0,21234.0,UAB,UAB,UAB Blazers,24059,102.0,21234.0,UAB,UAB,UAB Blazers,0.0,0.0,0.0
46160077,29762442,Leonardo,Van Elswyk,/player/Leonardo-Van Elswyk-46160077,/Uploads/Assets/829/345/13345829.jpg,C,0.0,0.0,0.0,0.0,0.0,Italy,ITAL,24020.0,28.0,21202.0,Colorado,COL,Colorado Buffaloes,24020.0,28.0,21202.0,Colorado,COL,Colorado Buffaloes,24020,28.0,21202.0,Colorado,COL,Colorado Buffaloes,0.0,0.0,0.0
46166442,50014536,Maximo,Ortega,/player/Maximo-Ortega-46166442,/Uploads/Assets/297/765/13765297.jpg,SG,0.0,0.0,0.0,0.0,0.0,Fort Lauderdale,FL,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24232,611.0,21375.0,Wofford,WOFF,Wofford Terriers,0.0,0.0,0.0
46153241,29699372,Cahmai,Crosby,/player/Cahmai-Crosby-46153241,/Uploads/Assets/990/706/13706990.jpg,PG,0.0,0.0,0.0,0.0,0.0,Kansas City,KS,24114.0,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0,0,0,0,24114,197.0,21221.0,North Texas,NTEX,North Texas Mean Green,0.0,0.0,0.0
46141951,50014060,Tristian,Ford,/player/Tristian-Ford-46141951,/Uploads/Assets/40/697/13697040.jpg,CG,89.5843373493976,4.0,263.0,28.0,4.0,Chicago,IL,24202.0,584.0,21330.0,Murray State,MRST,Murray State Racers,0.0,0.0,0.0,0,0,0,24202,584.0,21330.0,Murray State,MRST,Murray State Racers,0.0,0.0,0.0
46153646,29616726,JJ,Frakes,/player/JJ-Frakes-46153646,/Uploads/Assets/341/348/13348341.jpg,SG,85.20080321285141,3.0,414.0,71.0,4.0,Berrien Springs,MI,24090.0,153.0,21338.0,Oregon,ORE,Oregon Ducks,0.0,0.0,0.0,0,0,0,24090,153.0,21338.0,Oregon,ORE,Oregon Ducks,0.0,0.0,0.0
46160543,50004339,Tibor,Mirtic,/player/Tibor-Mirtic-46160543,/Uploads/Assets/675/358/13358675.jpg,PF,0.0,0.0,0.0,0.0,0.0,Slovenia,SLOV,24047.0,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,24047.0,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,24047,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,0.0,0.0,0.0
46136524,29008026,Mazi,Mosley,/player/Mazi-Mosley-46136524,/Uploads/Assets/429/340/13340429.jpg,SG,87.0,3.0,303.0,58.0,12.0,Napa,CA,24102.0,177.0,21358.0,LSU,LSU,LSU Tigers,24102.0,177.0,21358.0,LSU,LSU,LSU Tigers,24102,177.0,21358.0,LSU,LSU,LSU Tigers,0.0,0.0,0.0
46136028,50015040,Tyler,Jackson,/player/Tyler-Jackson-46136028,/Uploads/Assets/12/740/13740012.jpg,PG,92.49397590361446,4.0,174.0,18.0,10.0,Castaic,CA,24200.0,590.0,21327.0,Eastern Kentucky,EKY,Eastern Kentucky Colonels,24200.0,590.0,21327.0,Eastern Kentucky,EKY,Eastern Kentucky Colonels,24200,590.0,21327.0,Eastern Kentucky,EKY,Eastern Kentucky Colonels,0.0,0.0,0.0
46151586,50024082,Ty'Reek,Coleman,/player/Ty'Reek-Coleman-46151586,/Uploads/Assets/261/703/13703261.jpeg,CG,88.0,3.0,241.0,31.0,8.0,Aurora,IL,24180.0,554.0,21308.0,Illinois State,ILST,Illinois State Redbirds,0.0,0.0,0.0,0,0,0,24180,554.0,21308.0,Illinois State,ILST,Illinois State Redbirds,0.0,0.0,0.0
46142667,50015532,Leroy,Blyden Jr.,/player/Leroy-Blyden Jr.-46142667,/Uploads/Assets/896/683/13683896.jpeg,PG,92.0,4.0,72.0,15.0,3.0,Detroit,MI,24076.0,129.0,21275.0,Toledo,TOL,Toledo Rockets,24076.0,129.0,21275.0,Toledo,TOL,Toledo Rockets,24076,129.0,21275.0,Toledo,TOL,Toledo Rockets,0.0,0.0,0.0
46160779,50026722,Maximo,Garcia-Plata,/player/Maximo-Garcia-Plata-46160779,/Uploads/Assets/362/698/13698362.jpg,SG,0.0,0.0,0.0,0.0,0.0,Spain,SPAI,24010.0,8.0,21131.0,Florida State,FSU,Florida State Seminoles,0.0,0.0,0.0,0,0,0,24010,8.0,21131.0,Florida State,FSU,Florida State Seminoles,0.0,0.0,0.0
46139456,29081466,Mason,Blackwood,/player/Mason-Blackwood-46139456,/Uploads/Assets/191/344/13344191.jpg,SF,91.97289156626506,4.0,191.0,43.0,7.0,New Hampton,NH,24047.0,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,24047.0,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,24047,82.0,21198.0,Penn State,PSU,Penn State Nittany Lions,0.0,0.0,0.0
46165852,50026834,Joel,Foxwell,/player/Joel-Foxwell-46165852,/Uploads/Assets/7/675/13675007.jpeg,PG,91.0,4.0,104.0,20.0,3.0,Australia,AUST,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,24348,646.0,21418.0,Portland,Portland,Portland Pilots,0.0,0.0,0.0
