key,targetInstitution,targetInstitutionKey,fullName,positionAbbr,currentInstitution,currentInstitutionKey,currentInstitutionStateAbbreviation,currentInstitutionCity,firstName,lastName,stateAbbreviation,playerImage,starRating,groupRank,positionRank,stateRank,formattedHeight,weight
46097941,UVA,24016,Devin Tillis,PF,UC Irvine,24377,CA,Irvine,Devin,Tillis,CA,https://s3media.247sports.com/Uploads/Assets/59/28/13028059.jpeg,4,250,45,19,6-7,225.0
46058445,UCF,24060,BJ Freeman,SF,AZST,24088,AZ,Tempe,BJ,Freeman,NC,https://s3media.247sports.com/Uploads/Assets/127/720/12720127.jpg,4,251,42,8,6-6,180.0
46148541,TAMU,24029,Rashaun Agee,PF,USC,24257,CA,Los Angeles,Rashaun,Agee,IL,https://s3media.247sports.com/Uploads/Assets/158/719/12719158.jpg,4,252,46,20,6-8,225.0
46141580,IOWA,24041,Isaiah Johnson-Arigu,SF,MIA,24013,FL,Coral Gables,Isaiah,Johnson-Arigu,MN,https://s3media.247sports.com/Uploads/Assets/968/676/12676968.jpg,4,253,43,18,6-7,220.0
46117703,MEM,24053,Zachary Davis,PG,SCAR,24105,SC,Columbia,Zachary,Davis,SC,https://s3media.247sports.com/Uploads/Assets/821/993/12993821.jpeg,4,254,44,4,6-8,175.0
46134494,CSU,24080,Brandon Rechsteiner,PG,VTECH,24017,VA,Blacksburg,Brandon,Rechsteiner,GA,https://s3media.247sports.com/Uploads/Assets/329/989/12989329.jpeg,4,255,45,9,6-1,185.0
46085748,SACS,24133,Mikey Williams,CG,UCF,24060,FL,Orlando,Mikey,Williams,CA,https://s3media.247sports.com/Uploads/Assets/800/720/12720800.jpg,4,256,24,19,6-3,193.0
46050387,0,0,Jalen Blackmon,SG,MIA,24013,FL,Coral Gables,Jalen,Blackmon,IN,https://s3media.247sports.com/Uploads/Assets/953/676/12676953.jpg,4,257,66,20,6-2,180.0
46103123,MINN,24044,BJ Omot,SF,CAL,24089,CA,Berkeley,BJ,Omot,MN,https://s3media.247sports.com/Uploads/Assets/251/709/12709251.jpg,4,258,44,21,6-8,195.0
46103235,UNLV,24084,Kimani Hamilton,SF,High Point,24369,NC,High Point,Kimani,Hamilton,MS,https://s3media.247sports.com/Uploads/Assets/107/999/12999107.jpeg,4,259,45,13,6-7,215.0
46093891,VAN,24107,Mike James,SF,NCST,24015,NC,Raleigh,Mike,James,FL,https://s3media.247sports.com/Uploads/Assets/875/41/13041875.jpeg,4,260,46,14,6-5,200.0
46118234,AZST,24088,Maurice Odum,PG,Pepperdine,24347,CA,Malibu,Maurice,Odum,NJ,https://s3media.247sports.com/Uploads/Assets/231/975/12975231.jpeg,4,261,46,22,6-1,160.0
46156202,WASH,24094,Jacob Ognacevic,PF,Lipscomb,24364,TN,Nashville,Jacob,Ognacevic,WI,https://s3media.247sports.com/Uploads/Assets/970/933/12933970.jpeg,4,262,47,8,6-8,220.0
46157326,UMASS,24146,Marcus Banks Jr,SG,UMBC,24327,MD,Baltimore,Marcus,Banks Jr,VA,https://s3media.247sports.com/Uploads/Assets/820/13/13013820.jpeg,4,263,67,4,6-3,195.0
46148724,MARY,24012,David Coit Jr.,PG,KAN,24022,KS,Lawrence,David,Coit Jr.,NJ,https://s3media.247sports.com/Uploads/Assets/525/720/12720525.jpg,4,264,47,9,5-11,175.0
46109444,WIS,24049,Andrew Rohde,SG,UVA,24016,VA,Charlottesville,Andrew,Rohde,WI,https://s3media.247sports.com/Uploads/Assets/414/1/12001414.png,4,265,68,10,6-6,185.0
46134585,BAY,24019,Juslin Bodo Bodo,C,High Point,24369,NC,High Point,Juslin,Bodo Bodo,CAME,https://s3media.247sports.com/Uploads/Assets/787/13/13013787.png,4,266,34,15,6-11,225.0
46115564,UTST,24125,MJ Collins Jr.,SG,VAN,24107,TN,Nashville,MJ,Collins Jr.,SC,https://s3media.247sports.com/Uploads/Assets/205/718/12718205.jpg,4,267,69,9,6-4,190.0
46135931,IOWA,24041,Cam Manyawu,PF,DRAKE,24218,IA,Des Moines,Cam,Manyawu,MO,https://s3media.247sports.com/Uploads/Assets/6/733/12733006.jpg,4,268,48,9,6-8,230.0
46157240,WIS,24049,Austin Rapp,PF,Portland,24348,OR,Portland,Austin,Rapp,AUST,https://s3media.247sports.com/Uploads/Assets/488/4/13004488.jpg,4,269,49,4,6-10,230.0
46157370,MISS,24103,Kezza Giffa,SG,High Point,24369,NC,High Point,Kezza,Giffa,FRAN,https://s3media.247sports.com/Uploads/Assets/694/15/13015694.jpeg,4,270,70,16,6-2,175.0
46157371,UCF,24060,Themus Fulks,PG,Wis. Milwaukee,24339,WI,Milwaukee,Themus,Fulks,NC,https://s3media.247sports.com/Uploads/Assets/721/15/13015721.jpeg,4,271,48,3,6-2,185.0
46125411,UCF,24060,John Bol,C,MISS,24103,MS,Oxford,John,Bol,SS,https://s3media.247sports.com/Uploads/Assets/253/19/13019253.jpg,4,272,35,4,7-2,210.0
46133210,UCF,24060,Jordan Burks,SF,GU,24210,DC,Washington,Jordan,Burks,AZ,https://s3media.247sports.com/Uploads/Assets/475/706/12706475.jpg,4,273,47,4,6-9,205.0
46115471,SYR,24037,Tyler Betsey,PF,CIN,24031,OH,Cincinnati,Tyler,Betsey,CT,https://s3media.247sports.com/Uploads/Assets/278/720/12720278.jpg,4,274,50,16,6-8,225.0
46128508,TULSA,24058,Myles Rigsby,CG,TROY,24115,AL,Troy,Myles,Rigsby,TX,https://s3media.247sports.com/Uploads/Assets/380/31/13031380.jpeg,4,275,25,12,6-6,190.0
46086323,MIZZ,24024,Shawn Phillips Jr.,C,AZST,24088,AZ,Tempe,Shawn,Phillips Jr.,AZ,https://s3media.247sports.com/Uploads/Assets/217/730/12730217.jpg,4,276,36,9,7-0,245.0
46099534,GU,24210,Jeremiah Williams,PG,RUTG,24035,NJ,Piscataway,Jeremiah,Williams,IL,https://s3media.247sports.com/Uploads/Assets/986/73/12073986.jpeg,4,277,49,5,6-4,177.0
46117365,George Mason,24331,Riley Allenspach,C,SAM,24230,AL,Birmingham,Riley,Allenspach,NC,https://s3media.247sports.com/Uploads/Assets/281/27/13027281.jpg,4,278,37,13,6-11,247.0
46111516,NCST,24015,Jerry Deng,PF,FSU,24010,FL,Tallahassee,Jerry,Deng,GA,https://s3media.247sports.com/Uploads/Assets/516/709/12709516.jpg,4,279,51,21,6-9,220.0
46141838,UNLV,24084,Emmanuel Stephen,C,ARIZ,24087,AZ,Tucson,Emmanuel,Stephen,NIGE,https://s3media.247sports.com/Uploads/Assets/236/719/12719236.jpg,4,280,38,10,7-0,230.0
46085998,CIN,24031,Sencire Harris,CG,WVU,24038,WV,Morgantown,Sencire,Harris,OH,https://s3media.247sports.com/Uploads/Assets/925/720/12720925.jpg,4,281,26,4,6-4,174.0
46132900,Xavier,24316,Filip Borovicanin,PF,UNM,24081,NM,Albuquerque,Filip,Borovicanin,SERB,https://s3media.247sports.com/Uploads/Assets/602/722/12722602.jpg,4,282,52,3,6-9,220.0
46103938,NOVA,24152,Bryce Lindsay,PG,JM,24144,VA,Basye,Bryce,Lindsay,MD,https://s3media.247sports.com/Uploads/Assets/189/999/12999189.jpeg,4,283,50,11,6-3,190.0
46156285,Seton Hall,24310,Adam Clark,PG,MRMK,25293,MA,North Andover,Adam,Clark,PA,https://s3media.247sports.com/Uploads/Assets/482/938/12938482.jpeg,4,284,51,3,5-10,155.0
46157183,FSU,24010,Lajae Jones,PF,St. Bonaventure,24322,NY,Allegany,Lajae,Jones,FL,https://s3media.247sports.com/Uploads/Assets/195/1/13001195.jpeg,4,285,53,10,6-7,220.0
46102961,RUTG,24035,Darren Buchanan Jr.,SF,GW,24319,DC,Washington,Darren,Buchanan Jr.,DC,https://s3media.247sports.com/Uploads/Assets/285/2/13002285.jpeg,4,286,48,5,6-7,225.0
46157392,CLEM,24008,Butta Johnson,SG,UAB,24059,AL,Birmingham,Butta,Johnson,AL,https://s3media.247sports.com/Uploads/Assets/116/16/13016116.jpg,4,287,71,14,6-4,180.0
46157497,WVU,24038,Honor Huff,PG,CHATT,24225,TN,Chattanooga,Honor,Huff,NY,https://s3media.247sports.com/Uploads/Assets/315/27/13027315.jpg,4,288,52,10,5-10,168.0
46157648,OKST,24027,Christian Coleman,PF,UAB,24059,AL,Birmingham,Christian,Coleman,LA,https://s3media.247sports.com/Uploads/Assets/853/31/13031853.jpeg,4,289,54,15,6-8,205.0
46157649,SDSU,24082,Latrell Davis,SG,SJSU,24124,CA,San Jose,Latrell,Davis,ENGL,https://s3media.247sports.com/Uploads/Assets/878/31/13031878.jpeg,4,290,72,23,6-3,210.0
46102742,NCST,24015,Quadir Copeland,PG,MST,24234,LA,Lake Charles,Quadir,Copeland,FL,https://s3media.247sports.com/Uploads/Assets/423/724/12724423.jpg,4,291,53,10,6-6,200.0
46131040,sanfran,24350,Guillermo Diaz,PF,PITT,24034,PA,Pittsburgh,Guillermo,Diaz,FL,https://s3media.247sports.com/Uploads/Assets/109/715/12715109.jpg,4,292,55,7,7-0,220.0
46110033,USD,24222,Ty-Laur Johnson,PG,WAKE,24018,NC,Winston Salem,Ty-Laur,Johnson,NY,https://s3media.247sports.com/Uploads/Assets/954/715/12715954.jpg,4,293,54,17,6-0,170.0
46081293,SILL,24186,Prince Aligbe,PF,Seton Hall,24310,NJ,South Orange,Prince,Aligbe,MN,https://s3media.247sports.com/Uploads/Assets/883/707/12707883.jpg,4,294,56,6,6-7,228.0
46135248,NOVA,24152,Zion Stanford,SF,TEM,24075,PA,Philadelphia,Zion,Stanford,PA,https://s3media.247sports.com/Uploads/Assets/136/42/12042136.jpeg,4,295,49,8,6-5,195.0
46099597,0,0,Jordan Ivy-Curry,PG,UCF,24060,FL,Orlando,Jordan,Ivy-Curry,TX,https://s3media.247sports.com/Uploads/Assets/772/720/12720772.jpg,4,296,55,22,6-3,177.0
46129000,Saint Joseph's,24323,Deuce Jones,PG,La Salle,24320,PA,Philadelphia,Deuce,Jones,NJ,https://s3media.247sports.com/Uploads/Assets/281/706/12706281.jpg,4,297,56,9,6-2,0.0
46093954,CAL,24089,Nolan Dorsey,PG,CAMP,24215,NC,Bullock,Nolan,Dorsey,NC,https://s3media.247sports.com/Uploads/Assets/121/987/12987121.jpeg,4,298,57,18,6-6,205.0
46112707,MSST,24104,Amier Ali,SF,AZST,24088,AZ,Tempe,Amier,Ali,AZ,https://s3media.247sports.com/Uploads/Assets/277/719/12719277.jpg,4,299,50,11,6-8,175.0
46131086,TAMU,24029,Fede Federiko,PF,TTECH,24030,TX,Lubbock,Fede,Federiko,FINL,https://s3media.247sports.com/Uploads/Assets/762/720/12720762.jpg,4,300,57,15,6-11,215.0
46097662,Gonzaga,24317,Jalen Warley,CG,UVA,24016,VA,Charlottesville,Jalen,Warley,PA,https://s3media.247sports.com/Uploads/Assets/384/715/12715384.jpg,3,301,27,12,6-7,199.0
46125440,UTSA,24391,Vasean Allette,CG,TCU,24083,TX,Fort Worth,Vasean,Allette,ON,https://s3media.247sports.com/Uploads/Assets/698/720/12720698.jpg,3,302,28,16,6-3,190.0
46098111,FORD,24209,Zarique Nutter,SF,GSU,24332,GA,Atlanta,Zarique,Nutter,NJ,https://s3media.247sports.com/Uploads/Assets/621/730/12730621.jpg,3,303,51,7,6-7,210.0
46156934,CAL,24089,Milos Ilic,PF,LUM,24382,MD,Baltimore,Milos,Ilic,NY,https://s3media.247sports.com/Uploads/Assets/93/985/12985093.jpeg,3,304,58,5,6-10,235.0
46156889,RICH,24150,Will Johnston,SG,LMU,24346,CA,Los Angeles,Will,Johnston,PA,https://s3media.247sports.com/Uploads/Assets/488/977/12977488.jpeg,3,305,73,24,6-3,190.0
46099540,OHST,24046,Gabe Cupps,PG,IND,24040,IN,Bloomington,Gabe,Cupps,OH,https://s3media.247sports.com/Uploads/Assets/359/776/12776359.jpeg,3,306,58,12,6-1,165.0
46093921,FSU,24010,Chauncey Wiggins,PF,CLEM,24008,SC,Clemson,Chauncey,Wiggins,GA,https://s3media.247sports.com/Uploads/Assets/359/709/12709359.jpg,3,307,59,5,6-10,216.0
46099448,VCU,24334,Tyrell Ward,SF,LSU,24102,LA,Baton Rouge,Tyrell,Ward,MD,https://s3media.247sports.com/Uploads/Assets/151/994/12994151.jpeg,3,308,52,11,6-7,185.0
46102728,AKRN,24065,Evan Mahaffey,SF,OHST,24046,OH,Columbus,Evan,Mahaffey,OH,https://s3media.247sports.com/Uploads/Assets/805/13/12013805.png,3,309,53,17,6-6,200.0
46109438,FAU,24110,Isaiah Elohim,CG,USC,24257,CA,Los Angeles,Isaiah,Elohim,CA,https://s3media.247sports.com/Uploads/Assets/84/722/12722084.jpg,3,310,29,25,6-5,200.0
46116166,LUC,24338,Josh Ola-Joseph,PF,CAL,24089,CA,Berkeley,Josh,Ola-Joseph,AZ,https://s3media.247sports.com/Uploads/Assets/196/709/12709196.jpg,3,311,60,26,6-7,215.0
46116526,OKST,24027,Kanye Clary,PG,MSST,24104,MS,Starkville,Kanye,Clary,VA,https://s3media.247sports.com/Uploads/Assets/730/716/12716730.jpg,3,312,59,5,5-11,190.0
46138177,MST,24234,Larry Johnson,SG,Creighton,24343,NE,Omaha,Larry,Johnson,CA,https://s3media.247sports.com/Uploads/Assets/10/706/12706010.jpg,3,313,74,4,6-4,200.0
46141094,CSU,24080,Jase Butler,CG,WASH,24094,WA,SEATTLE,Jase,Butler,CA,https://s3media.247sports.com/Uploads/Assets/201/719/12719201.jpg,3,314,30,9,6-4,180.0
46115583,GTECH,24011,Kam Craft,SG,MIAO,24072,OH,Oxford,Kam,Craft,GA,https://s3media.247sports.com/Uploads/Assets/16/735/12735016.jpg,3,315,75,18,6-6,205.0
46083933,Seton Hall,24310,Elijah Fisher,SF,UOP,24404,CA,Stockton,Elijah,Fisher,ON,https://s3media.247sports.com/Uploads/Assets/920/705/12705920.jpg,3,317,54,28,6-6,220.0
46085906,PITT,24034,Barry Dunning Jr.,SF,USA,24264,AL,Mobile,Barry,Dunning Jr.,AL,https://s3media.247sports.com/Uploads/Assets/529/732/12732529.jpg,3,318,55,16,6-6,195.0
46115486,NWEST,24045,Jayden Reid,PG,USF,24036,FL,Tampa,Jayden,Reid,NY,https://s3media.247sports.com/Uploads/Assets/341/1/13001341.jpg,3,319,61,23,5-10,160.0
46109347,SCAR,24105,Christ Essandoko,PF,PROV,24308,RI,Providence,Christ,Essandoko,FR,https://s3media.247sports.com/Uploads/Assets/690/707/12707690.jpg,3,320,61,4,7-0,290.0
46157228,NWEST,24045,Max Green,SF,HC,24211,MA,Worcester,Max,Green,KY,https://s3media.247sports.com/Uploads/Assets/591/3/13003591.jpeg,3,321,56,4,6-6,182.0
46085917,FAU,24110,Kanaan Carlyle,SG,IND,24040,IN,Bloomington,Kanaan,Carlyle,GA,https://s3media.247sports.com/Uploads/Assets/403/718/12718403.jpg,3,322,76,13,6-3,182.0
46153594,UTAH,24085,Terrence Brown,CG,FD,24292,NJ,Madison,Terrence,Brown,MN,https://s3media.247sports.com/Uploads/Assets/425/762/12762425.jpeg,3,323,31,7,6-3,175.0
46102216,High Point,24369,Youssouf Singare,C,UCONN,24032,CT,Storrs Mansfield,Youssouf,Singare,NY,https://s3media.247sports.com/Uploads/Assets/146/708/12708146.jpg,3,324,39,2,6-10,230.0
46117865,BUF,24068,Daniel Freitag,PG,WIS,24049,WI,Madison,Daniel,Freitag,MN,https://s3media.247sports.com/Uploads/Assets/416/697/12697416.jpg,3,325,62,4,6-2,181.0
46099439,UNLV,24084,Dra Gibbs-Lawhorn,CG,ILL,24039,IL,Champaign,Dra,Gibbs-Lawhorn,NC,https://s3media.247sports.com/Uploads/Assets/756/3/12003756.png,3,326,32,7,6-1,165.0
46157535,AZST,24088,Allen Mukeba,SF,Oakland,24395,MI,Rochester,Allen,Mukeba,BELG,https://s3media.247sports.com/Uploads/Assets/623/27/13027623.jpeg,3,327,57,7,6-6,247.0
46099443,MEM,24053,Quante Berry,SG,TEM,24075,PA,Philadelphia,Quante,Berry,TN,https://s3media.247sports.com/Uploads/Assets/154/42/12042154.jpeg,3,328,77,10,6-4,175.0
46132338,NWEST,24045,Arrinten Page,C,CIN,24031,OH,Cincinnati,Arrinten,Page,GA,https://s3media.247sports.com/Uploads/Assets/287/720/12720287.jpg,3,329,40,19,6-11,240.0
46127979,GU,24210,Isaiah Abraham,SF,UCONN,24032,CT,Storrs Mansfield,Isaiah,Abraham,VA,https://s3media.247sports.com/Uploads/Assets/126/708/12708126.jpg,3,330,58,3,6-7,205.0
46102432,ARST,24108,TJ Caldwell,SG,MISS,24103,MS,Oxford,TJ,Caldwell,TX,https://s3media.247sports.com/Uploads/Assets/340/2/13002340.jpeg,3,331,78,6,6-4,190.0
46136144,UAB,24059,Paul Djobet,SF,MIA,24013,FL,Coral Gables,Paul,Djobet,FL,https://s3media.247sports.com/Uploads/Assets/99/677/12677099.jpg,3,332,59,24,6-7,209.0
46135297,UTSA,24391,Macaleab Rich,SF,KSST,24023,KS,Manhattan,Macaleab,Rich,IL,https://s3media.247sports.com/Uploads/Assets/448/73/12073448.jpeg,3,333,60,10,6-7,240.0
46146938,IOWA,24041,Tavion Banks,PF,DRAKE,24218,IA,Des Moines,Tavion,Banks,MO,https://s3media.247sports.com/Uploads/Assets/978/732/12732978.jpg,3,334,62,10,6-7,200.0
46117603,CSU,24080,Carey Booth,PF,ILL,24039,IL,Champaign,Carey,Booth,NH,https://s3media.247sports.com/Uploads/Assets/331/718/12718331.jpg,3,335,63,8,6-10,215.0
46149053,UTAH,24085,Seydou Traore,PF,IOWA,24041,IA,Iowa City,Seydou,Traore,NY,https://s3media.247sports.com/Uploads/Assets/446/718/12718446.jpg,3,336,64,11,6-7,220.0
46109956,NOVA,24152,Malachi Palmer,CG,MARY,24012,MD,College Park,Malachi,Palmer,MD,https://s3media.247sports.com/Uploads/Assets/483/718/12718483.jpg,3,337,33,6,6-6,212.0
46096727,WYO,24086,Leland Walker,CG,FAU,24110,FL,Boca Raton,Leland,Walker,VA,https://s3media.247sports.com/Uploads/Assets/935/723/12723935.jpg,3,338,34,25,6-1,185.0
46058182,USD,24222,Bradley Ezewiro,C,UAB,24059,AL,Birmingham,Bradley,Ezewiro,CA,https://s3media.247sports.com/Uploads/Assets/816/701/12701816.jpg,3,339,41,17,6-9,265.0
46115870,MINN,24044,Jaylen Crocker-Johnson,PF,CSU,24080,CO,Fort Collins,Jaylen,Crocker-Johnson,TX,https://s3media.247sports.com/Uploads/Assets/832/15/13015832.jpeg,3,340,65,2,6-8,230.0
46116024,USC,24257,Amarion Dickerson,CG,ROMO,24194,PA,Coraopolis,Amarion,Dickerson,OH,https://s3media.247sports.com/Uploads/Assets/440/1/13001440.jpg,3,341,35,11,6-7,185.0
46117523,KY,24101,Reece Potter,C,MIAO,24072,OH,Oxford,Reece,Potter,KY,https://s3media.247sports.com/Uploads/Assets/271/999/12999271.jpg,3,342,42,20,7-1,215.0
46104194,UCF,24060,Chris Johnson,CG,SFA,24239,TX,Nacogdoches,Chris,Johnson,TX,https://s3media.247sports.com/Uploads/Assets/49/3/12003049.jpeg,3,343,36,17,6-5,180.0
46135886,HOU,24051,Kalifa Sakho,PF,SHSU,24237,TX,Huntsville,Kalifa,Sakho,FRAN,https://s3media.247sports.com/Uploads/Assets/879/3/13003879.jpeg,3,344,66,18,6-11,220.0
46157329,UCLA,24093,Jamar Brown,SF,Missouri-Kansas City,24397,MO,Kansas City,Jamar,Brown,AZ,https://s3media.247sports.com/Uploads/Assets/7/14/13014007.jpeg,3,345,61,2,6-5,205.0
46157343,SCAR,24105,Nordin Kapic,PF,UCSD,28659,CA,Rancho Santa Fe,Nordin,Kapic,AUST,https://s3media.247sports.com/Uploads/Assets/364/14/13014364.jpeg,3,346,67,29,6-8,245.0
46157490,NEB,24025,Ugnius Jarusevicius,PF,CMU,24069,MI,Mt. Pleasant,Ugnius,Jarusevicius,LITH,https://s3media.247sports.com/Uploads/Assets/984/23/13023984.jpg,3,347,68,8,6-10,220.0
46157514,MSST,24104,Ja'Borri McGhee,PG,UAB,24059,AL,Birmingham,Ja'Borri,McGhee,AL,https://s3media.247sports.com/Uploads/Assets/791/26/13026791.jpg,3,348,63,18,6-1,205.0
46102883,TLNE,24057,Curtis Williams Jr.,SF,GU,24210,DC,Washington,Curtis,Williams Jr.,MI,https://s3media.247sports.com/Uploads/Assets/394/706/12706394.jpg,3,349,62,6,6-6,205.0
46086865,CLEM,24008,Jake Wahlin,PF,UTAH,24085,UT,Salt Lake City,Jake,Wahlin,UT,https://s3media.247sports.com/Uploads/Assets/114/980/12980114.jpeg,3,350,69,7,6-9,203.0
46109955,0,0,Mustapha Amzil,PF,UNM,24081,NM,Albuquerque,Mustapha,Amzil,PA,https://s3media.247sports.com/Uploads/Assets/959/75/12075959.png,3,351,70,4,6-9,220.0
46036614,0,0,Damari Monsanto,SG,UTSA,24391,TX,San Antonio,Damari,Monsanto,FL,https://s3media.247sports.com/Uploads/Assets/961/723/12723961.jpg,3,352,79,19,6-6,225.0
46142613,MEM,24053,Julius Thedford,SG,WKU,24116,KY,Bowling Green,Julius,Thedford,TN,https://s3media.247sports.com/Uploads/Assets/346/724/12724346.jpg,3,353,80,7,6-4,190.0
46103630,0,0,Jarvis Moss,SG,Radford,24371,VA,Radford,Jarvis,Moss,NC,https://s3media.247sports.com/Uploads/Assets/771/697/11697771.jpeg,3,354,81,13,6-4,200.0
46156802,ND,24064,Carson Towt,PF,NOAZ,24130,AZ,Flagstaff,Carson,Towt,AZ,https://s3media.247sports.com/Uploads/Assets/376/971/12971376.jpeg,3,355,71,12,6-8,235.0
46157637,Seton Hall,24310,TJ Simpkins,SG,ELON,24227,NC,Elon,TJ,Simpkins,NC,https://s3media.247sports.com/Uploads/Assets/745/31/13031745.jpeg,3,356,82,19,6-5,185.0
46094997,GTECH,24011,Lamar Washington,SG,UOP,24404,CA,Stockton,Lamar,Washington,OR,https://s3media.247sports.com/Uploads/Assets/955/705/12705955.jpg,3,357,83,30,6-4,200.0
46157973,CHAR,24318,Dezayne Mingo,SG,MRSHL,24052,WV,Huntington,Dezayne,Mingo,CANA,https://s3media.247sports.com/Uploads/Assets/174/53/13053174.jpeg,3,358,84,5,6-4,185.0
46154265,BYU,24079,Dominique Diomande,SF,WASH,24094,WA,SEATTLE,Dominique,Diomande,FRAN,https://s3media.247sports.com/Uploads/Assets/830/4/13004830.jpeg,3,359,63,10,6-8,190.0
46130870,UVA,24016,Ugonna Onyenso,C,KSST,24023,KS,Manhattan,Ugonna,Onyenso,CT,https://s3media.247sports.com/Uploads/Assets/617/720/12720617.jpg,3,360,43,11,7-0,247.0
46148414,VTECH,24017,Jailen Bedford,SG,UNLV,24084,NV,Las Vegas,Jailen,Bedford,CO,https://s3media.247sports.com/Uploads/Assets/756/722/12722756.jpg,3,361,85,4,6-4,180.0
46157319,FSU,24010,Alex Steen,PF,0,29099,FL,Lakeland,Alex,Steen,FL,https://s3media.247sports.com/Uploads/Assets/875/15/13015875.jpg,3,362,72,26,6-8,225.0
46055509,UCF,24060,Devan Cambridge,SF,TTECH,24030,TX,Lubbock,Devan,Cambridge,AZ,https://s3media.247sports.com/Uploads/Assets/63/3/12003063.png,3,363,64,20,6-6,215.0
46141349,UTAH,24085,Babacar Faye,PF,WKU,24116,KY,Bowling Green,Babacar,Faye,SENE,https://s3media.247sports.com/Uploads/Assets/344/45/12045344.png,3,364,73,8,6-8,205.0
46151627,TCU,24083,Liutauras Lelevicius,SF,ORST,24091,OR,Corvallis,Liutauras,Lelevicius,LITH,https://s3media.247sports.com/Uploads/Assets/234/19/13019234.jpg,3,365,65,5,6-7,217.0
46116839,DAY,24217,Adam Njie,CG,Iona,24381,NY,New Rochelle,Adam,Njie,NY,https://s3media.247sports.com/Uploads/Assets/890/985/12985890.jpeg,3,366,37,11,6-3,175.0
46135611,SCAR,24105,Elijah Strong,PF,BC,24007,MA,Chestnut Hill,Elijah,Strong,NC,https://s3media.247sports.com/Uploads/Assets/174/709/12709174.jpg,3,367,74,5,6-8,235.0
46112071,UNC,24014,Jaydon Young,SG,VTECH,24017,VA,Blacksburg,Jaydon,Young,NC,https://s3media.247sports.com/Uploads/Assets/397/59/13059397.jpeg,3,368,86,14,6-4,205.0
46117057,DEL,24142,Justyn Fernandez,SF,PROV,24308,RI,Providence,Justyn,Fernandez,FL,https://s3media.247sports.com/Uploads/Assets/700/707/12707700.jpg,3,369,66,5,6-5,205.0
46110610,Saint Louis,24321,Trey Green,PG,Xavier,24316,OH,Cincinnati,Trey,Green,CA,https://s3media.247sports.com/Uploads/Assets/25/709/12709025.jpg,3,370,64,21,6-0,168.0
46128634,SYR,24037,William Kyle III,PF,UCLA,24093,CA,Los Angeles,William,Kyle III,NE,https://s3media.247sports.com/Uploads/Assets/111/697/12697111.jpg,3,371,75,31,6-9,230.0
46111522,Wis. Milwaukee,24339,Seth Hubbard,CG,TOL,24076,OH,Toledo,Seth,Hubbard,WV,https://s3media.247sports.com/Uploads/Assets/76/735/12735076.jpg,3,372,38,22,6-4,195.0
46056717,NOVA,24152,Devin Askew,PG,Long Beach State,24376,CA,Long Beach,Devin,Askew,CA,https://s3media.247sports.com/Uploads/Assets/86/951/12951086.jpeg,3,373,65,32,6-5,195.0
46094647,BC,24007,Aidan Shaw,PF,MIZZ,24024,MO,Columbia,Aidan,Shaw,KS,https://s3media.247sports.com/Uploads/Assets/747/340/12340747.jpg,3,374,76,3,6-9,210.0
